Date,SPY,TLT,GLD,HYG,USD_TRY
2016-12-01,330.2,115.76,130.67,126.27,3.8012
2016-12-02,323.95,116.04,132.96,125.56,3.8523
2016-12-05,324.29,114.45,131.96,125.92,3.8766
2016-12-06,321.49,115.71,132.35,127.7,3.918
2016-12-07,320.56,115.82,131.88,128.05,3.9178
2016-12-08,319.74,114.62,132.45,128.04,3.9189
2016-12-09,320.56,114.44,133.59,127.48,3.8393
2016-12-12,318.64,113.39,132.58,126.89,3.8494
2016-12-13,319.09,115.66,133.59,126.74,3.9107
2016-12-14,317.05,115.29,133.25,126.04,3.8781
2016-12-15,319.18,113.14,132.41,126.21,3.8264
2016-12-16,325.5,113.47,132.16,126.27,3.8328
2016-12-19,326.36,112.6,130.94,128.22,3.8877
2016-12-20,327.12,113.99,129.98,128.19,3.9468
2016-12-21,322.95,114.14,131.18,129.31,3.8787
2016-12-22,325.63,112.25,131.02,128.96,3.902
2016-12-23,322.97,111.73,132.47,129.94,3.8737
2016-12-26,320.15,110.59,133.03,132.39,3.889
2016-12-27,322.31,109.81,131.78,131.89,3.7873
2016-12-28,323.1,109.15,129.46,130.82,3.8317
2016-12-29,327.31,107.11,128.65,131.93,3.8159
2016-12-30,332.84,107.32,128.99,132.06,3.8276
2017-01-02,330.94,106.44,129.03,131.88,3.8216
2017-01-03,331.56,105.55,128.05,132.39,3.7768
2017-01-04,338.38,106.32,129.3,132.75,3.8029
2017-01-05,342.24,108.25,127.21,134.07,3.7833
2017-01-06,345.16,107.61,125.74,134.57,3.7544
2017-01-09,350.45,109.48,125.91,134.07,3.7865
2017-01-10,348.19,107.38,128.57,133.04,3.785
2017-01-11,350.85,107.96,129.1,131.41,3.7556
2017-01-12,356.64,107.38,127.91,130.43,3.8004
2017-01-13,363.4,107.31,128.65,131.59,3.7759
2017-01-16,360.24,106.33,129.51,130.26,3.7767
2017-01-17,359.36,105.74,130.69,130.38,3.8124
2017-01-18,361.06,105.43,130.21,131.66,3.8582
2017-01-19,360.02,105.1,129.26,132.32,3.9165
2017-01-20,358.57,105.51,129.43,133.92,3.9975
2017-01-23,361.51,107.87,129.96,134.73,4.0021
2017-01-24,360.2,107.23,131.97,136.4,3.9663
2017-01-25,353.11,107.08,134.62,135.89,4.048
2017-01-26,354.71,105.34,133.72,135.12,4.1186
2017-01-27,353.14,102.87,133.09,137.19,4.1063
2017-01-30,350.37,104.24,133.03,137.62,4.1435
2017-01-31,344.34,102.94,132.75,137.79,4.1272
2017-02-01,348.46,102.23,133.38,137.28,4.0532
2017-02-02,339.9,102.26,134.02,139.01,4.1065
2017-02-03,333.55,103.15,134.38,139.6,4.1261
2017-02-06,332.64,103.47,136.12,140.2,4.1346
2017-02-07,337.44,105.32,135.95,139.59,4.2219
2017-02-08,342.62,105.14,134.63,139.76,4.2976
2017-02-09,338.3,103.35,132.69,139.39,4.2672
2017-02-10,337.75,103.49,131.43,139.36,4.2134
2017-02-13,332.15,103.62,130.16,139.77,4.1211
2017-02-14,336.11,102.83,127.89,139.31,4.1239
2017-02-15,330.66,102.51,128.72,138.5,4.1073
2017-02-16,330.26,101.96,128.97,139.4,4.1277
2017-02-17,334.28,103.65,128.49,138.41,4.1308
2017-02-20,333.57,103.06,127.43,139.94,4.1009
2017-02-21,339.31,101.72,125.57,141.63,4.0835
2017-02-22,336.12,102.0,124.51,140.23,4.0103
2017-02-23,337.66,100.26,126.73,142.0,4.0723
2017-02-24,341.08,100.68,124.13,141.2,4.0487
2017-02-27,340.67,101.07,124.32,142.67,4.0811
2017-02-28,346.21,100.28,125.22,142.12,4.0514
2017-03-01,348.51,99.75,125.41,143.01,4.0573
2017-03-02,342.23,99.2,125.06,141.96,4.0905
2017-03-03,358.08,100.73,126.0,142.71,4.0796
2017-03-06,360.87,101.12,124.71,142.87,4.0423
2017-03-07,361.45,99.98,125.4,144.65,4.1591
2017-03-08,355.91,98.82,127.13,145.54,4.1517
2017-03-09,356.38,98.75,125.91,144.65,4.1827
2017-03-10,354.67,98.75,124.96,145.07,4.1811
2017-03-13,357.41,98.04,125.15,144.41,4.145
2017-03-14,359.06,98.32,126.35,144.68,4.2134
2017-03-15,366.83,98.14,127.98,146.44,4.2358
2017-03-16,367.57,99.16,128.83,148.25,4.2557
2017-03-17,369.86,99.57,128.05,148.52,4.1435
2017-03-20,371.57,99.49,126.73,147.7,4.1603
2017-03-21,371.1,99.63,127.05,147.87,4.205
2017-03-22,370.47,98.81,127.55,150.28,4.2218
2017-03-23,375.27,99.65,126.26,150.21,4.2168
2017-03-24,378.76,100.02,126.35,148.67,4.2802
2017-03-27,376.21,99.63,126.77,147.21,4.2954
2017-03-28,371.64,99.75,128.06,145.98,4.328
2017-03-29,371.51,99.25,126.89,147.26,4.3848
2017-03-30,376.58,101.62,127.58,146.96,4.4405
2017-03-31,376.61,101.2,126.21,146.22,4.3736
2017-04-03,384.3,101.7,125.73,146.69,4.394
2017-04-04,381.08,102.06,125.66,147.84,4.3566
2017-04-05,381.85,101.3,127.5,147.75,4.2554
2017-04-06,371.26,101.32,131.58,146.94,4.2726
2017-04-07,368.9,101.02,131.92,147.26,4.1869
2017-04-10,367.76,101.26,132.57,148.24,4.1661
2017-04-11,370.04,101.52,133.86,146.49,4.0449
2017-04-12,377.44,102.26,132.18,145.03,3.998
2017-04-13,377.74,103.03,133.16,147.3,3.978
2017-04-14,384.17,102.64,131.64,147.85,3.98
2017-04-17,387.22,102.15,133.7,148.33,3.9566
2017-04-18,391.73,101.59,135.57,146.86,3.9153
2017-04-19,389.82,100.77,136.24,145.86,3.8756
2017-04-20,396.14,99.13,135.23,145.64,3.9498
2017-04-21,391.51,99.71,137.41,147.09,3.93
2017-04-24,393.87,99.64,137.77,147.27,3.9277
2017-04-25,389.79,99.45,137.94,145.56,4.0199
2017-04-26,387.67,97.91,138.73,147.32,3.9391
2017-04-27,381.45,96.54,136.53,149.16,3.8448
2017-04-28,379.37,94.28,137.11,150.21,3.8002
2017-05-01,381.03,94.19,138.43,149.05,3.7845
2017-05-02,380.89,94.8,138.9,148.4,3.735
2017-05-03,375.26,95.34,139.12,148.17,3.7353
2017-05-04,381.72,95.28,137.9,148.38,3.7335
2017-05-05,383.34,94.32,138.77,150.46,3.6669
2017-05-08,387.9,94.32,139.06,149.01,3.6761
2017-05-09,391.52,94.33,139.1,148.28,3.6155
2017-05-10,388.74,94.97,138.39,148.33,3.6481
2017-05-11,380.41,95.66,139.54,147.76,3.6599
2017-05-12,376.63,95.43,141.22,147.25,3.7594
2017-05-15,382.05,95.41,141.77,145.68,3.7989
2017-05-16,377.66,96.05,143.01,145.77,3.7916
2017-05-17,381.32,96.47,144.84,145.47,3.8093
2017-05-18,378.83,96.32,147.06,145.71,3.818
2017-05-19,380.68,94.37,147.4,146.77,3.7862
2017-05-22,373.03,93.79,147.13,146.52,3.7226
2017-05-23,378.15,94.54,146.59,146.43,3.774
2017-05-24,378.13,94.69,146.63,146.77,3.8454
2017-05-25,382.1,95.55,147.43,146.32,3.826
2017-05-26,383.08,95.25,148.77,146.58,3.8161
2017-05-29,386.71,95.33,148.2,144.71,3.7959
2017-05-30,386.42,96.05,148.44,143.83,3.8443
2017-05-31,389.85,96.69,147.08,144.42,3.9025
2017-06-01,383.38,97.05,148.88,144.68,3.8639
2017-06-02,378.86,98.06,148.36,145.61,3.8502
2017-06-05,382.14,99.32,148.89,144.2,3.8275
2017-06-06,382.13,100.64,147.91,143.67,3.8394
2017-06-07,381.29,99.09,147.52,143.62,3.877
2017-06-08,380.66,98.64,146.6,143.55,3.9292
2017-06-09,382.99,98.34,149.01,143.35,3.9183
2017-06-12,380.57,98.01,149.55,144.92,3.8744
2017-06-13,382.93,96.52,149.34,144.46,3.9016
2017-06-14,379.12,97.72,148.04,144.15,3.9316
2017-06-15,377.53,96.8,147.22,144.73,3.9173
2017-06-16,381.92,96.9,148.04,145.28,3.9274
2017-06-19,386.74,94.73,150.42,145.46,3.9465
2017-06-20,382.11,94.29,148.43,147.31,3.9907
2017-06-21,385.91,94.07,147.17,147.97,3.9963
2017-06-22,381.54,93.25,146.96,147.75,4.022
2017-06-23,384.88,93.9,146.12,146.72,4.033
2017-06-26,376.83,96.05,143.87,148.1,3.9888
2017-06-27,372.24,95.26,143.93,147.45,4.025
2017-06-28,370.24,94.5,144.98,147.91,4.0321
2017-06-29,369.69,96.08,142.87,147.37,4.0859
2017-06-30,375.86,96.6,143.18,149.74,4.0305
2017-07-03,379.88,96.32,144.52,150.59,3.999
2017-07-04,386.88,95.17,145.89,148.66,4.0171
2017-07-05,392.36,95.84,145.35,149.01,3.9376
2017-07-06,391.26,96.04,148.57,147.51,3.9336
2017-07-07,390.24,97.47,149.39,146.92,3.9149
2017-07-10,395.15,96.67,148.27,147.84,3.8977
2017-07-11,395.49,96.52,149.69,146.45,3.8883
2017-07-12,394.95,96.25,148.14,146.83,3.7879
2017-07-13,389.17,96.06,149.43,146.78,3.7921
2017-07-14,388.85,97.03,147.69,147.63,3.7977
2017-07-17,376.89,97.82,148.82,146.59,3.8482
2017-07-18,375.09,97.23,148.03,147.29,3.9178
2017-07-19,371.09,97.16,149.66,146.92,3.9368
2017-07-20,374.17,96.95,150.74,148.08,3.9832
2017-07-21,372.29,97.78,151.41,148.15,3.8727
2017-07-24,371.05,97.62,151.52,148.9,3.9006
2017-07-25,376.91,96.61,153.11,150.42,3.955
2017-07-26,372.6,96.3,150.56,151.67,3.9989
2017-07-27,374.09,96.26,151.2,151.66,4.0127
2017-07-28,366.28,97.11,151.83,152.48,3.998
2017-07-31,366.8,98.29,152.66,152.49,3.983
2017-08-01,368.66,99.51,153.89,152.99,3.9865
2017-08-02,372.42,99.86,159.4,154.88,4.0094
2017-08-03,368.79,99.38,159.61,153.9,4.0395
2017-08-04,370.27,99.94,160.86,152.55,4.0373
2017-08-07,371.76,99.76,161.12,153.11,3.9793
2017-08-08,371.83,99.18,163.57,152.48,4.0697
2017-08-09,372.61,99.46,160.51,153.89,4.0301
2017-08-10,374.72,99.85,163.13,154.89,3.905
2017-08-11,376.56,100.67,162.12,155.63,3.9748
2017-08-14,372.48,99.82,158.72,155.61,4.0258
2017-08-15,367.61,98.27,157.14,155.08,4.0373
2017-08-16,378.36,98.74,156.91,154.07,4.0872
2017-08-17,386.84,97.84,157.23,153.44,4.1115
2017-08-18,380.93,98.77,157.2,153.42,4.0731
2017-08-21,383.03,97.75,158.45,152.33,4.0812
2017-08-22,385.92,97.21,158.42,153.5,4.0236
2017-08-23,389.38,95.57,158.36,154.24,3.9947
2017-08-24,390.15,97.43,155.22,152.74,3.9557
2017-08-25,386.23,97.01,155.96,149.7,3.9656
2017-08-28,385.58,96.93,157.49,150.94,4.0189
2017-08-29,383.59,96.44,156.9,149.58,3.9903
2017-08-30,384.33,96.22,154.17,146.39,4.0148
2017-08-31,383.31,96.97,152.27,144.6,3.9157
2017-09-01,382.89,97.05,154.72,144.83,3.868
2017-09-04,387.5,97.04,153.87,146.32,3.8952
2017-09-05,393.1,98.12,152.94,147.35,3.9426
2017-09-06,388.02,96.87,151.79,149.0,3.9899
2017-09-07,386.16,97.9,152.8,151.02,4.0439
2017-09-08,382.86,99.38,151.98,153.17,3.9675
2017-09-11,388.36,98.08,150.77,152.11,3.9452
2017-09-12,388.26,98.32,148.67,151.92,3.8272
2017-09-13,394.85,97.12,148.54,151.24,3.8223
2017-09-14,392.87,95.19,149.99,151.34,3.8354
2017-09-15,393.14,94.42,149.81,150.98,3.8221
2017-09-18,387.33,94.88,151.09,151.31,3.7821
2017-09-19,393.25,95.56,151.37,153.44,3.8039
2017-09-20,391.79,95.21,151.61,152.66,3.8306
2017-09-21,385.4,94.43,151.9,153.55,3.839
2017-09-22,382.97,94.03,151.98,152.47,3.8136
2017-09-25,373.24,93.39,153.49,151.04,3.8179
2017-09-26,373.25,92.82,154.23,152.23,3.8241
2017-09-27,373.88,90.72,153.42,152.11,3.8387
2017-09-28,375.25,90.51,153.64,152.23,3.8698
2017-09-29,381.83,90.4,153.56,153.93,3.8708
2017-10-02,380.68,92.27,154.29,152.44,3.8066
2017-10-03,384.33,92.86,154.59,152.56,3.7963
2017-10-04,385.85,92.72,155.22,154.29,3.8156
2017-10-05,385.16,92.78,153.1,153.14,3.7978
2017-10-06,376.34,93.06,153.68,153.47,3.81
2017-10-09,380.56,92.43,155.63,154.58,3.7811
2017-10-10,378.54,90.62,153.69,155.71,3.8449
2017-10-11,378.77,89.98,156.07,156.54,3.8659
2017-10-12,373.5,89.78,156.54,157.73,3.8747
2017-10-13,374.85,89.87,156.26,158.34,3.9124
2017-10-16,375.46,89.25,153.65,159.33,3.9508
2017-10-17,375.73,88.46,155.27,159.83,3.9574
2017-10-18,375.31,88.23,153.88,158.8,4.0076
2017-10-19,379.95,88.26,153.17,158.98,4.0417
2017-10-20,384.29,88.72,153.99,158.89,4.0546
2017-10-23,387.62,88.51,152.54,160.29,4.0571
2017-10-24,402.65,88.86,151.15,160.95,4.0059
2017-10-25,400.08,88.02,149.55,161.63,4.0176
2017-10-26,398.52,88.68,149.42,161.91,4.0286
2017-10-27,394.12,88.62,150.28,162.76,3.9909
2017-10-30,396.23,87.47,150.88,162.15,4.0591
2017-10-31,393.31,87.25,151.5,162.54,4.0613
2017-11-01,381.61,87.33,151.03,161.76,4.0118
2017-11-02,376.54,86.44,151.27,161.4,3.9941
2017-11-03,377.0,87.02,150.31,160.11,3.9945
2017-11-06,381.49,86.74,153.21,162.85,3.9952
2017-11-07,374.97,87.1,153.52,163.65,3.9603
2017-11-08,372.52,86.27,150.74,162.54,3.9644
2017-11-09,372.08,86.51,149.25,162.14,3.898
2017-11-10,369.16,87.1,151.56,162.61,3.8803
2017-11-13,371.54,86.73,149.64,162.13,3.9029
2017-11-14,371.71,86.56,149.06,163.09,3.8738
2017-11-15,373.21,86.08,149.66,163.68,3.9063
2017-11-16,370.3,86.34,148.14,165.15,3.9464
2017-11-17,376.96,86.36,149.67,161.74,3.9207
2017-11-20,377.11,86.75,152.1,162.72,3.8117
2017-11-21,382.83,86.7,150.95,163.06,3.8545
2017-11-22,381.08,85.65,152.6,164.34,3.9197
2017-11-23,383.79,84.58,151.35,163.71,3.8479
2017-11-24,381.0,84.22,149.95,162.86,3.8599
2017-11-27,377.06,84.57,150.33,161.54,3.8774
2017-11-28,374.21,86.39,150.7,162.16,3.8052
2017-11-29,374.16,87.1,149.88,162.42,3.7831
2017-11-30,373.38,86.58,151.11,160.41,3.8429
2017-12-01,380.11,84.93,149.06,159.79,3.8559
2017-12-04,375.34,85.34,147.89,159.81,3.8596
2017-12-05,370.87,85.34,146.42,158.44,3.9166
2017-12-06,378.24,84.36,147.5,158.05,3.8921
2017-12-07,381.01,85.07,148.65,157.97,3.8119
2017-12-08,373.12,85.07,149.62,157.35,3.8774
2017-12-11,375.38,84.73,147.83,155.49,3.8444
2017-12-12,376.54,83.19,148.05,156.88,3.8475
2017-12-13,367.64,83.94,148.72,157.22,3.905
2017-12-14,366.25,83.99,146.49,157.67,3.9218
2017-12-15,366.32,83.79,145.39,157.04,3.9334
2017-12-18,369.52,83.02,146.31,157.29,3.9086
2017-12-19,373.69,82.73,147.31,156.54,3.9398
2017-12-20,374.24,83.7,147.7,156.45,4.0492
2017-12-21,378.8,84.1,148.49,156.65,4.0254
2017-12-22,378.33,85.71,148.97,157.39,3.976
2017-12-25,374.81,86.57,149.21,156.75,3.9948
2017-12-26,371.01,86.85,149.09,155.89,3.9642
2017-12-27,373.45,87.58,147.89,157.4,3.9745
2017-12-28,365.39,87.71,147.58,155.83,3.98
2017-12-29,368.36,86.52,147.05,156.1,4.0081
2018-01-01,363.91,86.02,150.33,156.02,4.0222
2018-01-02,362.58,86.29,150.73,156.87,4.042
2018-01-03,364.8,85.53,150.75,156.41,4.1089
2018-01-04,370.02,85.11,150.45,155.26,4.0661
2018-01-05,362.11,84.11,150.32,155.44,4.0732
2018-01-08,358.96,85.46,149.96,153.92,4.0937
2018-01-09,359.3,84.4,150.76,152.76,4.0392
2018-01-10,357.03,83.57,150.75,152.77,3.9983
2018-01-11,360.67,82.87,151.94,152.95,3.9871
2018-01-12,352.38,83.63,150.98,151.33,3.9663
2018-01-15,353.97,84.52,151.51,152.8,4.0247
2018-01-16,355.82,84.08,152.8,152.8,4.0359
2018-01-17,356.16,84.54,151.17,154.26,4.1854
2018-01-18,360.79,83.82,151.44,155.58,4.1716
2018-01-19,355.93,83.82,151.82,155.69,4.1611
2018-01-22,360.58,85.92,151.37,155.26,4.2804
2018-01-23,357.86,86.69,150.71,153.67,4.257
2018-01-24,360.96,86.65,148.12,154.86,4.376
2018-01-25,359.78,85.58,149.77,156.7,4.2207
2018-01-26,363.26,85.33,148.48,156.94,4.1924
2018-01-29,366.63,84.28,146.78,157.06,4.2688
2018-01-30,360.74,82.55,147.73,156.05,4.3567
2018-01-31,360.25,83.03,145.22,154.91,4.3863
2018-02-01,360.02,83.49,146.58,154.83,4.3578
2018-02-02,359.19,83.65,147.21,156.29,4.3561
2018-02-05,356.26,84.44,148.07,156.02,4.4027
2018-02-06,363.97,83.12,147.87,157.1,4.4253
2018-02-07,364.98,84.23,146.21,157.61,4.482
2018-02-08,371.62,83.37,143.65,157.53,4.4493
2018-02-09,369.37,83.68,145.67,156.61,4.5001
2018-02-12,365.1,84.04,145.05,156.23,4.5763
2018-02-13,365.79,84.91,144.37,154.89,4.7557
2018-02-14,363.61,86.53,146.58,155.93,4.804
2018-02-15,373.74,86.82,145.73,156.57,4.8516
2018-02-16,374.93,86.51,145.44,155.5,4.8096
2018-02-19,380.02,85.61,145.14,154.77,4.7395
2018-02-20,379.2,85.83,144.98,153.32,4.6176
2018-02-21,377.95,85.15,143.59,153.55,4.6499
2018-02-22,377.97,84.07,142.86,154.3,4.7712
2018-02-23,379.65,83.92,144.64,153.34,4.7724
2018-02-26,383.47,84.46,145.71,152.9,4.6386
2018-02-27,383.1,84.22,141.7,153.39,4.656
2018-02-28,380.3,83.39,139.12,151.58,4.6511
2018-03-01,375.87,83.51,139.59,151.9,4.6369
2018-03-02,375.7,82.54,139.47,153.76,4.7428
2018-03-05,378.29,81.37,139.01,155.7,4.8209
2018-03-06,380.41,82.51,140.41,155.62,4.9155
2018-03-07,380.49,82.7,138.09,155.64,4.8763
2018-03-08,378.06,84.27,139.69,156.58,4.905
2018-03-09,378.84,83.11,139.89,157.44,4.848
2018-03-12,381.45,83.94,140.65,159.26,4.9226
2018-03-13,381.45,83.8,141.01,159.65,4.8644
2018-03-14,382.08,85.96,142.17,160.15,4.9462
2018-03-15,381.58,85.79,141.87,160.65,4.9688
2018-03-16,385.72,85.44,141.17,162.79,4.9902
2018-03-19,383.96,85.79,142.24,161.77,4.9122
2018-03-20,384.92,85.95,142.51,163.46,4.9619
2018-03-21,386.8,85.58,140.86,163.91,4.8618
2018-03-22,390.15,86.33,142.69,164.43,4.7969
2018-03-23,396.98,86.9,144.36,163.6,4.7503
2018-03-26,400.19,87.64,146.37,163.73,4.8772
2018-03-27,403.08,87.98,146.51,162.83,4.8909
2018-03-28,396.57,87.4,147.03,159.91,4.8582
2018-03-29,399.47,86.83,146.53,160.37,4.8962
2018-03-30,410.16,87.32,145.21,158.97,5.0455
2018-04-02,406.48,86.56,145.33,159.21,5.0434
2018-04-03,401.96,87.96,145.6,157.86,4.987
2018-04-04,401.15,88.0,144.72,157.61,4.9279
2018-04-05,405.98,87.35,147.28,157.31,4.9317
2018-04-06,408.56,88.22,145.07,155.49,5.0394
2018-04-09,406.52,88.21,143.99,155.68,5.0381
2018-04-10,406.52,89.22,143.11,155.16,5.0307
2018-04-11,411.49,89.4,144.89,152.61,4.9781
2018-04-12,414.8,90.92,144.57,154.86,4.9172
2018-04-13,426.55,90.59,144.16,155.6,4.9862
2018-04-16,431.62,88.75,142.98,156.19,5.014
2018-04-17,433.52,87.49,141.98,156.4,5.0459
2018-04-18,436.73,86.16,140.27,157.56,4.9699
2018-04-19,435.18,86.65,141.65,157.17,5.0103
2018-04-20,430.55,88.15,142.5,158.2,5.0367
2018-04-23,431.56,88.0,143.86,159.5,5.1364
2018-04-24,434.14,86.9,142.99,159.09,5.2093
2018-04-25,427.5,87.47,146.46,159.33,5.2013
2018-04-26,425.14,87.85,145.14,159.69,5.229
2018-04-27,423.53,87.54,142.37,158.14,5.2559
2018-04-30,424.98,87.89,142.01,158.74,5.2565
2018-05-01,423.89,87.9,142.22,158.85,5.2081
2018-05-02,426.21,86.96,143.27,160.48,5.3196
2018-05-03,426.85,87.53,141.93,160.85,5.523
2018-05-04,432.18,87.12,142.75,159.99,5.5741
2018-05-07,424.05,86.35,145.1,160.32,5.7444
2018-05-08,432.26,86.16,143.97,159.87,5.7815
2018-05-09,439.44,87.46,142.99,157.28,5.8175
2018-05-10,439.87,89.1,140.74,157.18,5.8759
2018-05-11,443.3,90.29,141.09,155.83,5.9156
2018-05-14,446.54,89.88,142.26,157.44,6.0473
2018-05-15,442.99,89.02,143.33,157.95,6.1961
2018-05-16,444.0,89.31,144.49,159.1,6.0699
2018-05-17,448.11,89.19,146.46,159.65,6.1933
2018-05-18,449.87,89.31,146.67,159.53,6.2874
2018-05-21,455.44,88.37,148.02,160.47,6.4876
2018-05-22,456.11,87.64,146.73,158.78,6.4847
2018-05-23,456.71,86.76,145.66,159.84,6.5623
2018-05-24,452.93,87.4,146.03,159.8,6.7283
2018-05-25,451.24,88.29,144.93,157.59,6.8719
2018-05-28,449.08,87.73,145.74,157.51,7.0726
2018-05-29,458.03,88.22,147.68,158.32,7.0792
2018-05-30,459.46,88.76,148.27,157.87,7.095
2018-05-31,454.46,88.15,147.27,159.6,7.2198
2018-06-01,456.7,88.17,146.26,161.24,7.1753
2018-06-04,455.89,88.85,148.19,160.64,7.2889
2018-06-05,440.55,88.01,147.11,159.85,7.448
2018-06-06,443.13,89.06,147.26,159.7,7.5566
2018-06-07,435.57,88.9,146.93,159.26,7.5119
2018-06-08,438.61,88.95,147.03,160.23,7.5373
2018-06-11,434.03,88.76,148.59,161.64,7.5862
2018-06-12,427.08,87.53,147.87,162.55,7.7032
2018-06-13,429.65,87.82,145.94,163.5,7.8057
2018-06-14,422.6,87.82,147.99,163.56,7.8448
2018-06-15,420.63,87.49,148.33,163.53,7.7663
2018-06-18,421.77,87.31,149.38,162.82,7.6749
2018-06-19,424.88,87.66,149.38,165.79,7.6591
2018-06-20,428.65,87.55,150.51,167.05,7.6405
2018-06-21,428.65,87.12,152.35,167.92,7.6585
2018-06-22,424.79,87.19,154.36,167.23,7.6354
2018-06-25,434.33,87.82,153.99,165.48,7.6971
2018-06-26,431.53,87.86,153.51,164.68,7.7166
2018-06-27,440.62,87.21,154.12,164.28,7.811
2018-06-28,438.54,87.9,154.45,163.96,7.8874
2018-06-29,444.53,87.66,155.31,164.86,8.0218
2018-07-02,450.13,88.15,154.3,164.51,8.0071
2018-07-03,445.0,88.04,150.98,165.41,7.9995
2018-07-04,446.97,87.26,151.65,166.14,7.9704
2018-07-05,451.0,86.23,152.8,167.11,8.0571
2018-07-06,454.78,85.5,153.77,167.09,8.2075
2018-07-09,453.93,85.32,156.23,168.18,8.4035
2018-07-10,455.67,83.53,157.52,168.5,8.5028
2018-07-11,453.82,83.84,156.98,168.86,8.5716
2018-07-12,448.0,84.72,158.48,168.78,8.7328
2018-07-13,453.21,84.54,158.38,168.75,8.8129
2018-07-16,450.52,83.66,160.3,169.15,8.7927
2018-07-17,457.81,82.36,160.69,170.13,8.9583
2018-07-18,461.13,82.54,161.42,169.36,9.0003
2018-07-19,456.67,82.87,161.8,169.11,8.9281
2018-07-20,456.01,82.92,161.91,169.3,8.9952
2018-07-23,454.72,83.48,159.67,170.83,8.9931
2018-07-24,450.43,82.95,159.79,170.98,9.0765
2018-07-25,453.17,82.76,156.42,171.92,9.086
2018-07-26,450.9,82.98,157.19,173.23,9.1389
2018-07-27,459.5,82.81,158.71,173.39,9.1608
2018-07-30,464.19,83.2,161.84,175.56,9.2364
2018-07-31,459.77,83.6,162.45,174.43,9.391
2018-08-01,459.85,83.39,161.38,172.81,9.5101
2018-08-02,458.85,82.64,159.01,171.48,9.6027
2018-08-03,450.96,82.09,162.0,170.55,9.8159
2018-08-06,455.93,82.95,159.86,169.93,9.7508
2018-08-07,461.05,82.01,161.25,169.7,9.8654
2018-08-08,466.1,82.07,157.8,170.27,10.1023
2018-08-09,463.87,81.3,157.76,169.78,10.2694
2018-08-10,469.72,83.1,158.81,169.21,10.5103
2018-08-13,468.79,82.61,159.33,170.05,10.4954
2018-08-14,473.97,83.12,159.3,169.93,10.7443
2018-08-15,484.01,82.37,158.1,170.32,10.758
2018-08-16,484.97,84.89,156.78,169.88,11.0111
2018-08-17,477.42,83.84,158.31,168.36,11.1523
2018-08-20,475.89,84.12,159.0,168.38,11.3777
2018-08-21,479.55,83.14,158.79,168.32,11.3814
2018-08-22,486.43,83.79,159.13,168.88,11.4626
2018-08-23,480.4,82.81,157.77,168.97,11.3216
2018-08-24,479.56,82.47,159.34,168.02,11.482
2018-08-27,481.02,81.25,161.28,169.97,11.6986
2018-08-28,483.59,80.95,160.13,168.49,11.8672
2018-08-29,488.8,80.95,160.31,166.23,12.1493
2018-08-30,483.76,82.3,161.94,165.48,12.3616
2018-08-31,481.64,80.54,160.99,164.88,12.5067
2018-09-03,487.37,80.96,164.15,165.55,5.6632
2018-09-04,489.73,81.0,166.54,164.89,5.6325
2018-09-05,492.43,80.54,166.14,164.94,5.7018
2018-09-06,498.95,80.39,167.72,165.27,5.7273
2018-09-07,499.74,80.69,170.4,166.17,5.7571
2018-09-10,502.94,80.67,168.45,164.21,5.7546
2018-09-11,501.34,80.64,169.47,164.54,5.7217
2018-09-12,493.95,80.05,169.27,163.07,5.664
2018-09-13,486.94,79.76,168.96,164.46,5.6523
2018-09-14,487.55,80.13,170.13,163.56,5.7082
2018-09-17,486.64,79.44,169.4,162.76,5.5958
2018-09-18,483.23,79.06,167.21,163.42,5.6113
2018-09-19,485.17,79.12,165.01,163.41,5.8634
2018-09-20,480.49,79.37,165.01,163.33,5.8877
2018-09-21,481.29,79.67,166.02,164.21,5.8866
2018-09-24,481.37,79.52,166.02,163.64,5.9245
2018-09-25,477.0,78.01,165.81,162.93,5.9256
2018-09-26,464.91,78.58,165.8,164.2,5.9443
2018-09-27,472.84,79.33,167.86,163.56,5.9674
2018-09-28,474.73,80.24,168.74,163.82,5.9092
2018-10-01,460.79,80.51,167.59,162.36,6.0071
2018-10-02,458.75,81.16,167.17,162.36,6.0354
2018-10-03,460.98,80.94,169.11,162.01,6.1296
2018-10-04,459.97,80.09,168.22,162.51,6.1553
2018-10-05,463.19,79.97,167.63,165.27,6.2479
2018-10-08,458.29,79.79,167.62,162.95,6.266
2018-10-09,459.38,80.54,165.98,161.8,6.513
2018-10-10,459.29,81.16,167.43,161.44,6.6185
2018-10-11,458.52,80.76,164.04,161.64,6.7403
2018-10-12,457.55,80.44,166.33,159.93,6.7518
2018-10-15,458.77,80.41,165.68,159.91,6.6452
2018-10-16,463.83,80.46,163.76,158.95,6.6366
2018-10-17,461.24,81.54,164.23,159.07,6.6943
2018-10-18,459.29,81.16,161.63,157.99,6.7221
2018-10-19,460.31,82.15,162.48,161.35,6.6935
2018-10-22,459.87,81.08,163.71,161.64,6.6506
2018-10-23,462.07,80.56,162.85,162.54,6.5698
2018-10-24,466.03,81.83,162.29,159.77,6.5498
2018-10-25,473.09,82.12,163.78,158.84,6.6145
2018-10-26,472.66,82.19,162.78,158.67,6.6822
2018-10-29,460.79,82.64,162.85,160.74,6.7486
2018-10-30,460.61,82.46,163.41,159.77,6.7482
2018-10-31,462.64,82.5,165.87,160.26,6.778
2018-11-01,461.85,82.66,165.12,159.22,6.7911
